300000 1 50000
item1          31518 90103
item10225          33059 80260
item10226          27756 9293
item10227          42539 29058
item10228          27505 92374
item10229          41416 81559
item10230          15795 73090
item10231          45152 89749
item10232          46138 77141
item10233          714 98597
item10234          34623 70088
item10235          38522 17764
item10236          3740 80283
item10237          28294 84157
item10238          35694 99005
item10239          32301 52223
item10240          38561 14846
item10241          39243 86701
item10242          49978 6215
item10243          43181 78888
item10244          8523 3674
item10245          21063 75430
item10246          18991 65449
item10247          13258 50936
item10248          34727 46885
item10249          37622 5149
item10250          26507 70762
item10251          9734 54771
item10252          7991 41347
item10253          4313 64029
item10254          19345 5226
item10255          33767 1869
item10256          2730 8937
item10257          38840 93676
item10258          43150 98736
item10259          13349 27471
item10260          19520 31777
item10261          5393 64956
item10262          35014 37362
item10263          36546 69889
item10264          45757 8168
item10265          17139 27439
item10266          4247 1365
item10267          8861 25538
item10268          48643 45695
item10269          29935 48102
item10270          32547 32646
item10271          37490 61184
item10272          39147 38812
item10273          35450 82792
item10274          2564 46526
item10275          43466 87536
item10276          36231 85796
item10277          15455 63928
item10278          33837 34087
item10279          806 18876
item10280          18088 53856
item10281          38454 37333
item10282          10527 46131
item10283          38796 5835
item10284          36497 57224
item10285          47597 6742
item10286          11572 50085
item10287          49635 93719
item10288          40672 28361
item10289          28962 46596
item10290          26408 80539
item10291          38416 63155
item10292          43028 28609
item10293          9035 70249
item10294          44130 78490
item10295          24102 20042
item10296          38018 59593
item10297          39942 38850
item10298          2019 92400
item10299          12242 48218
item10300          49894 388
item10301          22067 90577
item10302          34059 31888
item10303          17440 46983
item10304          19249 15203
item10305          46181 25409
item10306          18588 53097
item10307          36833 48934
item10308          35749 80997
item10309          45853 40365
item10310          17272 46587
item10311          15448 25798
item10312          12745 47690
item10313          41211 18004
item10314          21911 66206
item10315          26543 77401
item10316          55 96592
item10317          42016 52393
item10318          21816 70124
item10319          32200 17323
item10320          27951 38947
item10321          14405 64673
item10322          8488 17636
item10323          8400 3347
item10324          463 92574
item10325          32838 1866
item10326          42245 75036
item10327          6011 21695
item10328          27087 61053
item10329          22541 81667
item10330          14667 32850
item10331          27983 13074
item10332          40181 48772
item10333          36515 34688
item10334          18738 84788
item10335          39625 72601
item10336          9704 54300
item10337          34862 6876
item10338          30824 3606
item10339          49871 36029
item10340          30445 29384
item10341          32965 18303
item10342          7717 12181
item10343          29965 66068
item10344          9549 30455
item10345          2835 94577
item10346          1673 45744
item10347          3247 85442
item10348          38040 98430
item10349          37760 34514
item10350          34772 79421
item10351          4908 87913
item10352          41206 90643
item10353          49097 62998
item10354          35236 26168
item10355          29303 17981
item10356          31882 2663
item10357          25393 28034
item10358          32002 16394
item10359          31090 31682
item10360          17829 8201
item10361          21964 64363
item10362          8700 8993
item10363          17756 3839
item10364          15710 35986
item10365          8732 33985
item10366          49013 10094
item10367          8570 80091
item10368          27962 3049
item10369          11611 28783
item10370          9143 85914
item10371          2409 77464
item10372          31595 9156
item10373          32376 4542
item10374          16823 28715
item10375          31791 94389
item10376          7079 259
item10377          24836 96447
item10378          35085 88254
item10379          23764 61696
item10380          46412 52847
item10381          43678 69527
item10382          44827 15186
item10383          9804 55238
item10384          46693 92922
item10385          2252 11278
item10386          30363 13634
item10387          27127 62440
item10388          13892 53579
item10389          19839 16407
item10390          8332 72300
item10391          38485 18674
item10392          8013 3305
item10393          3040 71358
item10394          4520 86568
item10395          5718 35579
item10396          31299 98018
item10397          36726 84848
item10398          38132 97050
item10399          7609 88459
item10400          49462 45706
item10401          32071 74565
item10402          20193 89729
item10403          6705 4086
item10404          5235 10917
item10405          42350 98495
item10406          15947 26161
item10407          12614 85070
item10408          17561 91464
item10409          11616 45794
item10410          20334 91611
item10411          42194 25700
item10412          23731 20087
item10413          20127 58498
item10414          23885 25951
item10415          13015 24207
item10416          38585 48442
item10417          31524 95783
item10418          39045 18932
item10419          47997 51958
item10420          31632 63076
item10421          41564 2319
item10422          41646 10347
item10423          24806 40100
item10424          5775 87484
item10425          33826 27345
item10426          16209 44281
item10427          47688 59750
item10428          33514 18857
item10429          44022 40764
item10430          35929 90755
item10431          5301 31969
item10432          29848 19289
item10433          25725 40327
item10434          32547 69416
item10435          24889 15375
item10436          37659 88283
item10437          45445 93465
item10438          23467 81280
item10439          14068 57331
item10440          5468 93835
item10441          13619 88322
item10442          1802 94074
item10443          11785 63841
item10444          8420 64339
item10445          22653 13934
item10446          31455 5312
item10447          2495 77451
item10448          19516 11761
item10449          18652 52460
item10450          10597 87702
item10451          39922 71313
item10452          14395 70947
item10453          11369 87216
item10454          33079 18046
item10455          40733 31208
item10456          11727 18497
item10457          26506 76409
item10458          29352 98944
item10459          27777 76258
item10460          15866 12682
item10461          31681 97748
item10462          2623 69155
item10463          23281 15710
item10464          33243 46293
item10465          28230 75357
item10466          33288 67723
item10467          31450 68273
item10468          9183 79636
item10469          32803 92721
item10470          37552 13696
item10471          47638 87130
item10472          343 14570
item10473          31946 51508
item10474          39236 73436
item10475          12275 59071
item10476          8283 35553
item10477          48548 73106
item10478          45784 1938
item10479          19590 22920
item10480          48981 75558
item10481          22923 66066
item10482          12780 75177
item10483          29004 12042
item10484          24116 4042
item10485          30268 33865
item10486          24793 67777
item10487          18256 29419
item10488          46518 76033
item10489          13119 57929
item10490          40307 81296
item10491          20658 16690
item10492          32246 7957
item10493          21568 50945
item10494          11080 21939
item10495          19773 11583
item10496          37979 23196
item10497          26229 45022
item10498          29447 46535
item10499          33977 32040
item10500          43142 26655
item10501          29275 73584
item10502          30384 68487
item10503          39844 90161
item10504          48694 90996
item10505          35420 43271
item10506          24547 40493
item10507          6709 27646
item10508          47878 86540
item10509          37436 23524
item10510          20235 95630
item10511          40288 58747
item10512          43587 56303
item10513          13095 55845
item10514          20368 63837
item10515          1719 44945
item10516          21294 12448
item10517          5545 12212
item10518          4706 1671
item10519          40172 15950
item10520          43048 86937
item10521          32749 48504
item10522          37742 13710
item10523          41901 93571
item10524          21828 38545
item10525          48275 27488
item10526          7319 33998
item10527          47349 81805
item10528          11161 90359
item10529          46594 34084
item10530          21493 58031
item10531          15954 88651
item10532          25945 43513
item10533          10805 66312
item10534          17627 39206
item10535          2653 75991
item10536          43325 48816
item10537          5100 52533
item10538          452 70257
item10539          32075 86028
item10540          20923 45883
item10541          47113 43205
item10542          41520 85515
item10543          37096 99032
item10544          5747 48399
item10545          27776 16978
item10546          12957 8583
item10547          44413 68871
item10548          23177 81952
item10549          45660 77898
item10550          20503 23492
item10551          14638 82485
item10552          17122 67696
item10553          14162 95537
item10554          5202 59065
item10555          26749 20786
item10556          12395 39372
item10557          39083 95659
item10558          26069 11754
item10559          6134 91592
item10560          21293 73104
item10561          41131 46792
item10562          21268 2383
item10563          6986 45341
item10564          39582 62357
item10565          9857 34884
item10566          42544 92792
item10567          21753 68246
item10568          15119 8343
item10569          4028 95327
item10570          10777 58233
item10571          19425 24820
item10572          14770 13210
item10573          28051 53088
item10574          25989 13529
item10575          6575 65653
item10576          40425 67538
item10577          17452 79312
item10578          10838 22315
item10579          1681 61402
item10580          29784 27906
item10581          46406 50192
item10582          24273 56581
item10583          17558 20235
item10584          46360 7343
item10585          29491 21977
item10586          45735 15156
item10587          40542 35890
item10588          25543 74732
item10589          22383 45197
item10590          8181 60164
item10591          2069 90347
item10592          2752 99047
item10593          42319 62760
item10594          32382 71970
item10595          29308 8059
item10596          15176 75557
item10597          49301 23816
item10598          11969 91255
item10599          16877 31811
item10600          36277 74814
item10601          15860 52558
item10602          26017 78581
item10603          18010 64093
item10604          2718 89783
item10605          39127 45730
item10606          20951 79561
item10607          38123 71723
item10608          47141 26673
item10609          47952 75761
item10610          8494 63422
item10611          36575 95565
item10612          42191 60239
item10613          25711 17440
item10614          6199 62687
item10615          30435 69909
item10616          47766 47142
item10617          10377 86836
item10618          14779 26368
item10619          24000 57724
item10620          19920 22381
item10621          17741 54125
item10622          15670 30875
item10623          19817 97397
item10624          25312 91734
item10625          8119 4989
item10626          8048 66762
item10627          31309 15830
item10628          35187 23496
item10629          34541 1754
item10630          34126 17919
item10631          36972 50694
item10632          35007 97193
item10633          4522 89154
item10634          10128 44182
item10635          8497 49140
item10636          8384 16102
item10637          12030 90282
item10638          11064 32879
item10639          14408 76221
item10640          46814 57540
item10641          2583 48465
item10642          31184 53437
item10643          32075 91854
item10644          1858 29897
item10645          46495 93182
item10646          13115 78077
item10647          13066 6984
item10648          46531 41668
item10649          38350 27137
item10650          37871 46018
item10651          40343 51039
item10652          12913 28782
item10653          27824 1138
item10654          49644 31292
item10655          47523 99881
item10656          4912 50791
item10657          34619 27808
item10658          27761 60356
item10659          27133 77020
item10660          20468 84263
item10661          27293 55725
item10662          44505 61913
item10663          37021 66807
item10664          18447 16168
item10665          2312 44390
item10666          35978 61010
item10667          34012 42994
item10668          34714 49917
item10669          33491 72760
item10670          49967 39823
item10671          4053 89268
item10672          10462 23834
item10673          2088 500
item10674          8341 37568
item10675          44396 7996
item10676          48805 25921
item10677          34982 69044
item10678          1891 69570
item10679          37684 74971
item10680          49894 75682
item10681          4076 6848
item10682          3640 74981
item10683          4079 57162
item10684          4196 40640
item10685          21559 95239
item10686          31844 56038
item10687          3425 21791
item10688          3487 77620
item10689          20537 22099
item10690          25859 73042
item10691          33912 56263
item10692          22363 19130
item10693          21220 51433
item10694          13369 7228
item10695          9912 25757
item10696          8064 39647
item10697          46674 72870
item10698          35655 40756
item10699          36244 10610
item10700          18252 51277
item10701          10190 63832
item10702          36361 97055
item10703          25373 94687
item10704          49348 406
item10705          37090 8482
item10706          26440 60047
item10707          34760 58891
item10708          24244 89809
item10709          49843 18286
item10710          1079 92465
item10711          38766 28376
item10712          16454 47035
item10713          31230 96015
item10714          18219 81714
item10715          41422 95822
item10716          17113 12711
item10717          12759 61179
item10718          12460 38339
item10719          505 53923
item10720          6227 97872
item10721          39966 96778
item10722          44285 21142
item10723          31061 53034
item10724          40073 4552
item10725          29009 15937
item10726          28531 49272
item10727          46764 88682
item10728          32280 94553
item10729          11405 97655
item10730          2614 53875
item10731          33803 38330
item10732          11860 28477
item10733          23886 42385
item10734          12135 92806
item10735          41751 18090
item10736          10182 13389
item10737          1359 52459
item10738          32712 36237
item10739          39206 48707
item10740          12259 60050
item10741          30817 85886
item10742          18011 40124
item10743          40265 92908
item10744          16731 66840
item10745          2244 51783
item10746          14728 78068
item10747          12175 27879
item10748          32330 2140
item10749          3381 75545
item10750          11782 13545
item10751          13009 54990
item10752          34717 60191
item10753          20177 90475
item10754          41450 86283
item10755          34211 46265
item10756          35647 30211
item10757          21308 30006
item10758          36379 56978
item10759          38495 89623
item10760          31566 13903
item10761          23718 24295
item10762          8473 43537
item10763          4616 70618
item10764          35278 50041
item10765          33020 74892
item10766          42159 47065
item10767          46081 71253
item10768          25358 7824
item10769          43927 81082
item10770          1310 11278
item10771          37062 7521
item10772          5730 23663
item10773          31150 54902
item10774          13744 44209
item10775          25115 76371
item10776          5173 5190
item10777          12487 60320
item10778          38002 12371
item10779          6852 45569
item10780          36120 18586
item10781          25458 4761
item10782          17914 43576
item10783          27798 70000
item10784          4498 11251
item10785          1063 10701
item10786          11500 53162
item10787          14608 15232
item10788          31646 83580
item10789          6895 63365
item10790          20935 11192
item10791          22840 25531
item10792          4765 46273
item10793          38551 10659
item10794          45070 36356
item10795          33980 82097
item10796          21145 43244
item10797          31554 91541
item10798          49112 99770
item10799          25844 72777
item10800          15069 9597
item10801          35875 58187
item10802          20516 79633
item10803          34047 11824
item10804          11322 23537
item10805          9316 89114
item10806          29849 51219
item10807          9777 55822
item10808          4621 92655
item10809          35909 70405
item10810          47162 97804
item10811          45664 51939
item10812          26905 60877
item10813          24253 44972
item10814          32130 7390
item10815          24158 58309
item10816          34492 16323
item10817          46447 33942
item10818          29871 31374
item10819          9747 41857
item10820          42638 90278
item10821          22122 19615
item10822          48584 34700
item10823          39630 61078
item10824          27488 95449
item10825          22132 38654
item10826          21567 29403
item10827          14476 46347
item10828          42667 79142
item10829          26662 48898
item10830          16160 49674
item10831          14044 70633
item10832          30639 30263
item10833          5955 16391
item10834          31812 75805
item10835          37656 63486
item10836          28703 62546
item10837          41759 41701
item10838          17063 75287
item10839          36629 61507
item10840          38416 49306
item10841          25522 93042
item10842          16840 27306
item10843          48539 3656
item10844          17251 19702
item10845          33688 56248
item10846          45874 98473
item10847          11860 59437
item10848          38078 97118
item10849          46626 46173
item10850          6069 99634
item10851          32665 68787
item10852          32964 56320
item10853          7386 29156
item10854          16836 88309
item10855          47508 50739
item10856          11749 82455
item10857          192 51984
item10858          19790 38121
item10859          23303 96362
item10860          9128 98038
item10861          48079 22739
item10862          25494 59235
item10863          28198 94890
item10864          23130 22536
item10865          456 51113
item10866          47387 56691
item10867          9954 42335
item10868          45429 42953
item10869          4516 40197
item10870          31776 52888
item10871          35223 11471
item10872          40962 43889
item10873          29538 56862
item10874          13663 64752
item10875          20805 73736
item10876          6903 71939
item10877          22809 55037
item10878          10026 47392
item10879          21068 94183
item10880          19214 25415
item10881          46168 625
item10882          48908 26280
item10883          45878 74750
item10884          8329 66152
item10885          9864 21055
item10886          35750 17575
item10887          42503 11530
item10888          40843 37758
item10889          17624 65062
item10890          4643 20527
item10891          35492 4936
item10892          27060 47081
item10893          22088 23274
item10894          907 51160
item10895          560 27702
item10896          37189 12050
item10897          28940 80633
item10898          49308 49979
item10899          29655 73532
item10900          23073 38445
item10901          49249 73348
item10902          48183 27712
item10903          1368 32677
item10904          46730 39553
item10905          31758 70551
item10906          23567 17546
item10907          30111 11055
item10908          21486 35915
item10909          37699 41907
item10910          25203 82079
item10911          30300 52258
item10912          3405 67346
item10913          46968 46722
item10914          49606 50678
item10915          4176 59579
item10916          19865 46734
item10917          40292 78782
item10918          33606 32172
item10919          8250 72032
item10920          39087 90243
item10921          20194 53329
item10922          25747 87943
item10923          25160 23286
item10924          26063 68531
item10925          34568 55912
item10926          9632 70984
item10927          47408 3474
item10928          5739 90038
item10929          10808 43895
item10930          3324 68578
item10931          28430 66123
item10932          32002 86110
item10933          24777 97892
item10934          38278 37437
item10935          15290 63547
item10936          27929 26081
item10937          14009 61551
item10938          8589 70118
item10939          11812 55638
item10940          22238 97806
item10941          4855 95331
item10942          27523 92702
item10943          46233 45959
item10944          20533 65455
item10945          29142 99434
item10946          43311 30673
item10947          45054 77250
item10948          32832 38623
item10949          42202 80005
item10950          31418 5196
item10951          1057 38685
item10952          16803 37602
item10953          24308 94237
item10954          4950 86883
item10955          28203 88389
item10956          16265 79680
item10957          1283 83918
item10958          15022 10563
item10959          2985 36533
item10960          24133 7916
item10961          37527 87510
item10962          38334 11571
item10963          16280 94448
item10964          24208 85418
item10965          10009 83097
item10966          33491 92151
item10967          17016 2035
item10968          9605 28420
item10969          224 39816
item10970          47475 14201
item10971          2791 50734
item10972          34608 24575
item10973          19395 72490
item10974          15607 39394
item10975          15164 70859
item10976          45923 20178
item10977          47178 25890
item10978          16106 97055
item10979          18215 78599
item10980          23775 22859
item10981          15188 74146
item10982          32109 69225
item10983          36833 51255
item10984          26756 92987
item10985          35419 35743
item10986          24671 46966
item10987          23862 24415
item10988          27441 3433
item10989          37829 16131
item10990          48076 43698
item10991          18070 68733
item10992          25155 22512
item10993          49510 90513
item10994          23505 31209
item10995          34338 68762
item10996          34586 63244
item10997          1963 70104
item10998          31791 67580
item10999          8030 76087
item11000          40810 55616
item11001          32191 99323
item11002          12169 24636
item11003          10138 36287
item11004          18093 68553
item11005          25539 55612
item11006          29433 79923
item11007          16118 96678
item11008          23076 9082
item11009          31138 67290
item11010          42628 63811
item11011          9499 81543
item11012          35923 8761
item11013          17652 74742
item11014          11531 83558
item11015          6462 11943
item11016          28835 61858
item11017          34291 79609
item11018          35110 5126
item11019          13913 12865
item11020          46783 5903
item11021          16627 37545
item11022          10634 7323
item11023          17825 49689
item11024          32460 43208
item11025          44628 55157
item11026          14228 12042
item11027          40347 28223
item11028          37263 10048
item11029          38616 74147
item11030          22629 41187
item11031          10163 28917
item11032          40010 67025
item11033          3531 60007
item11034          5735 37091
item11035          34880 72573
item11036          34729 76587
item11037          41520 84845
item11038          27853 9502
item11039          32410 70282
item11040          14830 31166
item11041          46102 78090
item11042          49975 83923
item11043          16675 76611
item11044          39646 18483
item11045          23576 10055
item11046          41131 93085
item11047          9011 8782
item11048          26795 66810
item11049          8709 87089
item11050          2689 26579
item11051          20723 5586
item11052          21314 79566
item11053          33161 54714
item11054          43196 58946
item11055          16869 36939
item11056          39275 9253
item11057          35396 38122
item11058          36134 44363
item11059          18370 15299
item11060          33580 97456
item11061          40614 91341
item11062          37130 78953
item11063          13542 57393
item11064          45539 9677
item11065          25334 85967
item11066          14931 86683
item11067          758 86245
item11068          2440 88162
item11069          42748 72533
item11070          7344 56375
item11071          14451 69362
item11072          22386 83779
item11073          9874 15841
item11074          12235 48044
item11075          23891 29232
item11076          24560 52994
item11077          44956 57744
item11078          45474 37831
item11079          7013 61440
item11080          22834 87221
item11081          43445 35281
item11082          27357 66222
item11083          16960 83330
item11084          18550 33417
item11085          36878 58408
item11086          38217 10400
item11087          46815 8251
item11088          42151 9945
item11089          47392 93866
item11090          47561 55905
item11091          10554 835
item11092          24916 77253
item11093          27226 17599
item11094          6540 67686
item11095          39187 39624
item11096          28522 80684
item11097          40454 85089
item11098          34835 17755
item11099          41248 77272
item11100          30019 86864
item11101          34039 93764
item11102          32209 69073
item11103          11401 37506
item11104          36988 38991
item11105          35925 91943
item11106          43668 97978
item11107          26945 63441
item11108          20079 88216
item11109          22083 12181
item11110          11609 38780
item11111          10185 27928
item11112          41039 796
item11113          21670 29267
item11114          4345 47290
item11115          46533 843
item11116          29425 18428
item11117          46926 31817
item11118          24424 63461
item11119          21856 39962
item11120          19152 94016
item11121          42932 84022
item11122          10266 89075
item11123          40140 85400
item11124          34171 20783
item11125          1144 54082
item11126          28916 64601
item11127          33254 5426
item11128          42821 47917
item11129          5641 90058
item11130          48528 85305
item11131          21447 86793
item11132          3981 15209
item11133          22677 22478
item11134          20855 33831
item11135          40890 10927
item11136          48839 78193
item11137          14398 19181
item11138          34163 42063
item11139          38044 85995
item11140          30619 19173
item11141          35869 17789
item11142          3493 95843
item11143          26998 87584
item11144          25055 6503
item11145          34603 62260
item11146          7959 49694
item11147          37810 3100
item11148          18854 60030
item11149          16550 60649
item11150          33813 80788
item11151          35994 41105
item11152          23710 47508
item11153          46598 42564
item11154          38581 18613
item11155          43746 97408
item11156          21692 96111
item11157          41546 63320
item11158          28085 2690
item11159          33334 36953
item11160          24660 54725
item11161          22324 299
item11162          24609 27578
item11163          25597 51509
item11164          40044 35013
item11165          13527 84817
item11166          45673 50251
item11167          10570 95854
item11168          18477 26155
item11169          21552 50894
item11170          41909 46818
item11171          44586 32882
item11172          13057 98442
item11173          8236 58176
item11174          14461 90382
item11175          35101 90104
item11176          41840 93062
item11177          27047 49568
item11178          7039 56614
item11179          37851 7591
item11180          48346 46380
item11181          29134 83652
item11182          29071 53619
item11183          15332 99683
item11184          16522 60830
item11185          45002 48008
item11186          33439 1879
item11187          43857 47030
item11188          10459 44634
item11189          28803 1604
item11190          49615 67244
item11191          2601 86605
item11192          49470 77795
item11193          49055 10424
item11194          3782 84192
item11195          22064 39461
item11196          9877 38435
item11197          9211 52919
item11198          42218 91044
item11199          27721 27332
item11200          19193 17695
item11201          31067 40086
item11202          21941 79278
item11203          16597 51122
item11204          48628 22626
item11205          27735 47170
item11206          44939 56227
item11207          16389 85960
item11208          39436 14452
item11209          33126 36175
item11210          45054 10765
item11211          15530 78245
item11212          3679 13399
item11213          12095 50146
item11214          10468 40631
item11215          1996 69355
item11216          5697 33586
item11217          39426 36028
item11218          21425 69563
item11219          14614 56377
item11220          45102 5668
item11221          33824 43031
item11222          23486 69158
item11223          15801 19979
item11224          1216 10061
item11225          1992 99611
item11226          12870 31540
item11227          47161 51858
item11228          19692 81399
item11229          38729 35464
item11230          29802 4640
item11231          37316 19659
item11232          45107 99666
item11233          16590 41413
item11234          16131 61455
item11235          12825 67102
item11236          43282 28489
item11237          13241 65381
item11238          18222 29640
item11239          47124 48487
item11240          23612 21200
item11241          11712 88392
item11242          42257 67445
item11243          26073 75638
item11244          13805 85597
item11245          16424 48724
item11246          175 72836
item11247          19727 47779
item11248          41950 14689
item11249          8886 19089
item11250          42502 87560
item11251          37809 76228
item11252          33595 55863
item11253          46473 59345
item11254          16963 43275
item11255          20508 70959
item11256          39336 45502
item11257          44437 22869
item11258          38101 79086
item11259          20631 1179
item11260          9877 62567
item11261          33717 39391
item11262          16959 37731
item11263          35324 72628
item11264          37098 39951
item11265          26333 17723
item11266          31216 85711
item11267          31280 51677
item11268          23492 21736
item11269          2869 93552
item11270          35289 37036
item11271          36714 31248
item11272          49140 78203
item11273          26286 43755
item11274          29484 49472
item11275          7271 42501
item11276          12029 88070
item11277          7685 86607
item11278          42258 65491
item11279          44515 31229
item11280          39058 54618
item11281          12252 56743
item11282          35364 15601
item11283          38366 79019
item11284          13168 60752
item11285          48420 1660
item11286          49953 99859
item11287          16214 67976
item11288          24980 4371
item11289          10224 37593
item11290          42834 11225
item11291          42773 50184
item11292          40503 58090
item11293          40570 92522
item11294          38544 95575
item11295          43475 48914
item11296          37162 87114
item11297          15927 89482
item11298          38901 65437
item11299          31823 25694
item11300          32901 30840
item11301          24566 27306
item11302          40072 48734
item11303          10922 58047
item11304          3347 48586
item11305          39442 75724
item11306          49801 6684
item11307          10524 26976
item11308          41614 50123
item11309          1447 70909
item11310          40713 55066
item11311          30282 25008
item11312          12150 77613
item11313          45436 22711
item11314          15054 42176
item11315          47245 87141
item11316          25506 92330
item11317          17646 12370
item11318          45198 75516
item11319          5476 21167
item11320          31039 1291
item11321          6551 42277
item11322          20125 56638
item11323          6218 63076
item11324          4251 94127
item11325          411 62957
item11326          38304 17095
item11327          22063 63611
item11328          44649 6359
item11329          16119 9253
item11330          34187 33730
item11331          40406 72530
item11332          14830 88382
item11333          28139 27187
item11334          7782 88506
item11335          13947 17495
item11336          13881 48706
item11337          46458 65414
item11338          22618 33681
item11339          24149 36060
item11340          30260 80073
item11341          4792 40550
item11342          5734 58590
item11343          46011 65994
item11344          8259 1857
item11345          16410 7240
item11346          8828 44514
item11347          30013 44115
item11348          2358 7554
item11349          31597 69684
item11350          16516 96234
item11351          29911 80693
item11352          34881 2551
item11353          34674 81249
item11354          7764 92951
item11355          23356 97073
item11356          28409 29045
item11357          4309 39386
item11358          49071 67246
item11359          21809 83444
item11360          13725 7106
item11361          5519 22689
item11362          8361 61993
item11363          14765 91063
item11364          39235 27192
item11365          45730 96221
item11366          20268 29642
item11367          25140 90206
item11368          25358 89701
item11369          3302 18849
item11370          5423 12629
item11371          47533 75560
item11372          35609 11197
item11373          35245 15450
item11374          31654 73425
item11375          14735 80495
item11376          34517 59102
item11377          18874 67486
item11378          3468 11918
item11379          30054 10816
item11380          30632 28724
item11381          28596 46972
item11382          49297 16725
item11383          34649 7215
item11384          5495 26277
item11385          48639 94951
item11386          10543 27674
item11387          1418 80510
item11388          44717 42623
item11389          13149 72304
item11390          15228 80056
item11391          36564 89359
item11392          43102 41752
item11393          35204 41686
item11394          40837 70191
item11395          11954 60766
item11396          31506 14251
item11397          30753 87641
item11398          20850 51931
item11399          981 26670
item11400          7649 5554
item11401          3293 1496
item11402          30793 32334
item11403          7530 56095
item11404          29818 8593
item11405          14974 55392
item11406          17132 68691
item11407          34168 49111
item11408          48809 57181
item11409          34391 56824
item11410          47641 48052
item11411          37043 27730
item11412          41712 79676
item11413          30694 14984
item11414          28652 30914
item11415          44224 67392
item11416          12711 67651
item11417          29672 92614
item11418          28588 91273
item11419          36396 67227
item11420          31256 91311
item11421          26142 32506
item11422          6411 77940
item11423          18479 7807
item11424          10209 65329
item11425          17964 32323
item11426          29047 13389
item11427          17339 47234
item11428          12720 99392
item11429          5071 24762
item11430          23175 21036
item11431          28492 16760
item11432          2207 11325
item11433          15219 18338
item11434          45245 9216
item11435          6520 6110
item11436          31773 93312
item11437          40232 56656
item11438          42572 52957
item11439          5591 17140
item11440          21465 52188
item11441          49154 27782
item11442          6122 21240
item11443          23249 20101
item11444          43051 77739
item11445          18375 33264
item11446          39600 33092
item11447          40318 31305
item11448          34054 61898
item11449          28412 55095
item11450          36532 50191
item11451          18432 72351
item11452          45585 65374
item11453          34204 9981
item11454          29870 82657
item11455          40801 25890
item11456          4013 71446
item11457          36402 9836
item11458          26571 44563
item11459          45638 19850
item11460          28953 86402
item11461          14428 56142
item11462          32549 67293
item11463          30516 94551
item11464          46857 78664
item11465          46695 70222
item11466          36136 53829
item11467          38305 20185
item11468          31558 81292
item11469          38848 99304
item11470          23821 7988
item11471          14585 96644
item11472          25407 68671
item11473          19416 13919
item11474          22250 50045
item11475          42312 92254
item11476          20784 68590
item11477          10316 10059
item11478          22320 1467
item11479          47761 51261
item11480          17660 46692
item11481          38800 54988
item11482          31541 42232
item11483          45432 58753
item11484          29939 65958
item11485          48567 83981
item11486          30873 2567
item11487          9338 85459
item11488          12893 25006
item11489          22086 20104
item11490          6532 48575
item11491          3414 4745
item11492          14427 54768
item11493          38932 28022
item11494          14897 17649
item11495          32433 55271
item11496          29033 87598
item11497          48776 86499
item11498          37010 23901
item11499          46270 14376
item11500          32770 60039
item11501          29578 40015
item11502          49687 14125
item11503          23215 60155
item11504          1552 9013
item11505          1558 75074
item11506          18440 85631
item11507          32048 49438
item11508          34619 50286
item11509          7785 66782
item11510          32444 11877
item11511          25580 6648
item11512          2429 46964
item11513          17418 17153
item11514          19388 62625
item11515          11955 40764
item11516          27868 99438
item11517          20652 10351
item11518          15168 50042
item11519          2367 40573
item11520          30364 55827
item11521          3545 82063
item11522          36432 52430
item11523          39605 44780
item11524          10716 67969
item11525          5383 2299
item11526          28190 32141
item11527          24338 53660
item11528          44059 13605
item11529          39414 39057
item11530          14605 69030
item11531          22777 16832
item11532          43484 85254
item11533          22682 42678
item11534          31930 21218
item11535          20462 59431
item11536          9055 36422
item11537          1017 62546
item11538          38953 60158
item11539          26519 95943
item11540          3963 29939
item11541          4705 94128
item11542          25596 58531
item11543          39685 4567
item11544          643 41108
item11545          44074 65767
item11546          49186 36613
item11547          12731 97574
item11548          2731 53152
item11549          13778 13408
item11550          12688 1770
item11551          18796 93909
item11552          23249 18315
item11553          42318 91017
item11554          28245 6683
item11555          14927 5067
item11556          30400 42673
item11557          40849 55902
item11558          34509 73032
item11559          24050 42746
item11560          44688 26841
item11561          14982 42882
item11562          37497 15796
item11563          30622 96189
item11564          22279 94708
item11565          6387 18663
item11566          43292 21445
item11567          41506 81977
item11568          10411 31761
item11569          39061 65666
item11570          37108 85843
item11571          12551 78770
item11572          22494 46422
item11573          45355 25459
item11574          41596 30532
item11575          17231 97738
item11576          18624 62483
item11577          14039 52787
item11578          42557 42707
item11579          41647 60253
item11580          20833 11567
item11581          143 36080
item11582          19702 78980
item11583          14367 1665
item11584          699 22271
item11585          24060 13607
item11586          6347 58502
item11587          35901 883
item11588          49172 94212
item11589          45110 61577
item11590          18169 19468
item11591          49396 4274
item11592          9486 57403
item11593          20021 97047
item11594          46609 65013
item11595          18937 94509
item11596          45283 62550
item11597          40561 99727
item11598          10579 93301
item11599          4871 42858
item11600          5201 3481
item11601          18218 55161
item11602          11143 91775
item11603          17890 28062
item11604          48003 43738
item11605          931 19857
item11606          25696 59559
item11607          32597 32574
item11608          15439 13061
item11609          28931 62685
item11610          38460 53201
item11611          8569 52092
item11612          33220 58962
item11613          45834 94603
item11614          42831 39813
item11615          36517 93265
item11616          22273 91229
item11617          28083 64180
item11618          37912 70276
item11619          14158 30136
item11620          6187 94202
item11621          30925 39829
item11622          1488 48183
item11623          8329 70781
item11624          49264 21493
item11625          22060 27591
