150000 1 25000
item1          7672 6743
item1925          12617 8553
item1926          4112 2132
item1927          8468 24235
item1928          11336 10918
item1929          10768 654
item1930          20096 42620
item1931          18916 49821
item1932          8144 43401
item1933          9565 15978
item1934          15265 30186
item1935          14616 5558
item1936          6827 48024
item1937          8695 34184
item1938          13374 9614
item1939          21468 20472
item1940          13062 13052
item1941          415 24465
item1942          11381 35044
item1943          18838 14218
item1944          19785 48170
item1945          23322 11410
item1946          20699 30188
item1947          4052 20356
item1948          21085 29621
item1949          7133 3352
item1950          17355 16380
item1951          1086 3734
item1952          21453 48480
item1953          6878 41909
item1954          1623 14410
item1955          5723 7885
item1956          15186 45477
item1957          6637 13190
item1958          12243 30856
item1959          3336 12322
item1960          14024 6806
item1961          11777 23064
item1962          13315 7278
item1963          16865 6379
item1964          17197 20443
item1965          5578 16708
item1966          3742 15107
item1967          20053 37835
item1968          5742 46083
item1969          9970 11304
item1970          5216 19833
item1971          24240 16174
item1972          17506 21119
item1973          17454 28069
item1974          9540 12300
item1975          6856 4286
item1976          16544 16647
item1977          23765 28628
item1978          11429 22121
item1979          21648 8479
item1980          14202 35100
item1981          4366 38675
item1982          1230 23251
item1983          4538 35029
item1984          20061 8769
item1985          6290 4689
item1986          3123 17190
item1987          261 38734
item1988          8975 14588
item1989          19517 40459
item1990          15893 25060
item1991          3006 7974
item1992          12086 49574
item1993          7896 21576
item1994          1460 3349
item1995          63 26598
item1996          21273 25524
item1997          3026 1430
item1998          4980 15969
item1999          9757 33970
item2000          24285 21455
item2001          21965 31331
item2002          17663 27387
item2003          23820 34411
item2004          16307 39665
item2005          24659 21301
item2006          4904 45915
item2007          7210 3443
item2008          11617 47247
item2009          3316 7415
item2010          15437 41864
item2011          20804 369
item2012          9161 26011
item2013          4436 35281
item2014          132 20758
item2015          6000 26939
item2016          294 12806
item2017          17554 49645
item2018          13156 39868
item2019          20038 4533
item2020          3586 42319
item2021          1335 3948
item2022          5628 30577
item2023          20696 43956
item2024          20751 4729
item2025          23403 10751
item2026          11589 61
item2027          8309 9456
item2028          13827 40014
item2029          5383 26976
item2030          7869 12893
item2031          13348 18798
item2032          9133 40756
item2033          11567 3946
item2034          3513 15915
item2035          17461 30796
item2036          5107 6115
item2037          20324 22367
item2038          15181 44335
item2039          1993 37727
item2040          15648 14729
item2041          1042 32557
item2042          8510 47847
item2043          1328 37624
item2044          24042 21994
item2045          3383 28621
item2046          20 15702
item2047          17195 13898
item2048          4780 42698
item2049          8908 35647
item2050          8056 38643
item2051          6383 31913
item2052          2226 26905
item2053          24485 8217
item2054          23226 49406
item2055          23782 17000
item2056          3814 48572
item2057          24796 9322
item2058          19548 26014
item2059          5099 48985
item2060          8885 42180
item2061          15783 13536
item2062          13106 25405
item2063          10235 16602
item2064          17492 27432
item2065          770 41795
item2066          8584 33751
item2067          1397 15117
item2068          22545 26518
item2069          20471 49486
item2070          88 41068
item2071          10483 37442
item2072          77 3154
item2073          798 8596
item2074          12571 30018
item2075          13842 44977
item2076          19588 16597
item2077          14160 1903
item2078          14582 3590
item2079          14280 5547
item2080          11077 39188
item2081          24902 21861
item2082          10108 13563
item2083          16995 5016
item2084          18989 35721
item2085          22686 37806
item2086          23988 1114
item2087          1236 25508
item2088          12464 9037
item2089          63 47644
item2090          19938 30689
item2091          13697 536
item2092          7266 21013
item2093          162 17365
item2094          15308 8052
item2095          349 49134
item2096          12946 5992
item2097          2780 25059
item2098          24637 2440
item2099          21116 44912
item2100          18989 33188
item2101          22419 20926
item2102          13276 26694
item2103          18953 48679
item2104          5102 40738
item2105          121 47481
item2106          7518 32373
item2107          5034 20374
item2108          872 8526
item2109          9790 46422
item2110          6977 17871
item2111          444 21363
item2112          3030 3718
item2113          3483 32735
item2114          23687 7862
item2115          9439 19081
item2116          345 10141
item2117          8261 10873
item2118          4173 39268
item2119          16701 4904
item2120          23268 44547
item2121          13039 30203
item2122          10257 47790
item2123          13859 38276
item2124          15134 32303
item2125          14577 5355
item2126          265 23453
item2127          20794 24875
item2128          10089 24686
item2129          19102 47667
item2130          15132 3697
item2131          13066 19891
item2132          12197 40990
item2133          3995 16464
item2134          2099 6142
item2135          5119 46694
item2136          924 22746
item2137          16396 38918
item2138          15886 10327
item2139          6244 13095
item2140          6882 31538
item2141          15304 3561
item2142          11645 34212
item2143          12188 24955
item2144          15926 18334
item2145          23589 38645
item2146          3835 38940
item2147          19263 46499
item2148          6329 6256
item2149          24122 21896
item2150          6732 38930
item2151          13924 25432
item2152          14033 31145
item2153          11053 49966
item2154          17437 23246
item2155          19094 44353
item2156          23194 22569
item2157          21715 20826
item2158          24971 7607
item2159          17713 20546
item2160          11551 6648
item2161          4976 15366
item2162          667 44821
item2163          2839 24994
item2164          15823 11883
item2165          5523 26911
item2166          16095 17398
item2167          22271 40532
item2168          2277 3235
item2169          24175 11936
item2170          3946 22936
item2171          2598 14355
item2172          19735 29808
item2173          5222 21401
item2174          1721 36227
item2175          8049 9200
item2176          12191 7850
item2177          23358 21386
item2178          16264 4604
item2179          20567 33497
item2180          11357 238
item2181          17631 5418
item2182          7572 13608
item2183          14539 34408
item2184          14751 1453
item2185          3154 381
item2186          13563 38661
item2187          7210 20100
item2188          10021 25035
item2189          14848 18205
item2190          19212 6239
item2191          18212 40071
item2192          20108 15668
item2193          4433 11626
item2194          24962 41949
item2195          7613 5123
item2196          1650 24504
item2197          18312 16093
item2198          11092 2081
item2199          806 43304
item2200          23099 7854
item2201          10223 21719
item2202          2100 26971
item2203          3167 25317
item2204          18518 37314
item2205          19373 435
item2206          4279 26662
item2207          23752 13025
item2208          22212 2844
item2209          10708 7504
item2210          21171 20955
item2211          10698 32690
item2212          11538 31752
item2213          7803 1645
item2214          17913 39435
item2215          20124 3520
item2216          9593 15303
item2217          7983 13638
item2218          14034 32405
item2219          21443 41686
item2220          8275 46854
item2221          5015 18720
item2222          23121 20419
item2223          21948 6192
item2224          7276 47230
item2225          19105 26020
item2226          10982 42376
item2227          15913 48101
item2228          1971 28612
item2229          2381 40058
item2230          6564 37452
item2231          16176 40110
item2232          3087 45282
item2233          3309 1085
item2234          21205 29244
item2235          8975 17386
item2236          10130 13303
item2237          20150 23072
item2238          13414 9618
item2239          17509 36849
item2240          10256 35329
item2241          13105 10895
item2242          14810 1523
item2243          11034 30069
item2244          22119 39623
item2245          8038 47293
item2246          21679 45020
item2247          14324 4574
item2248          17180 35405
item2249          16780 42364
item2250          19410 6575
item2251          13986 34632
item2252          21008 4988
item2253          1542 31770
item2254          17136 36003
item2255          2383 23131
item2256          22049 44802
item2257          11715 30233
item2258          17130 41313
item2259          12969 19499
item2260          15257 27977
item2261          1053 45764
item2262          10403 17092
item2263          197 24817
item2264          5792 20538
item2265          880 37213
item2266          6794 40783
item2267          633 24135
item2268          3801 1985
item2269          6247 6248
item2270          22962 15037
item2271          2248 13075
item2272          74 35252
item2273          1134 49647
item2274          6728 8445
item2275          20118 47244
item2276          24067 12150
item2277          22663 34286
item2278          3978 39339
item2279          23716 10501
item2280          18700 44261
item2281          1026 11185
item2282          6044 31580
item2283          14591 39559
item2284          8562 43731
item2285          1315 20727
item2286          8430 9149
item2287          16787 44300
item2288          16072 13754
item2289          23750 32524
item2290          6358 27093
item2291          10310 8896
item2292          20555 18316
item2293          20712 389
item2294          13309 22808
item2295          21972 28079
item2296          15850 39509
item2297          18570 6622
item2298          2023 48847
item2299          22520 24487
item2300          23509 17483
item2301          2444 41041
item2302          308 37827
item2303          13833 17819
item2304          9241 49056
item2305          11181 38126
item2306          21119 28920
item2307          12359 25346
item2308          19043 22264
item2309          1232 13900
item2310          21014 18077
item2311          11119 44002
item2312          17508 149
item2313          1574 2123
item2314          14556 49403
item2315          8869 26598
item2316          5987 33893
item2317          3113 37601
item2318          4296 19664
item2319          11836 38669
item2320          8945 4151
item2321          10536 4249
item2322          14381 4840
item2323          19040 7805
item2324          3827 10084
item2325          8387 6505
item2326          4736 42007
item2327          14430 40819
item2328          2304 41955
item2329          2608 35400
item2330          17112 28010
item2331          7451 24545
item2332          927 30646
item2333          8122 38369
item2334          6130 32048
item2335          22624 31300
item2336          3137 36688
item2337          6981 34117
item2338          11080 29075
item2339          12788 40564
item2340          10754 4955
item2341          5731 12363
item2342          21052 4814
item2343          18029 12054
item2344          16110 40723
item2345          18821 35446
item2346          22038 35089
item2347          19871 18047
item2348          22923 13217
item2349          23957 28749
item2350          10607 39012
item2351          1074 1570
item2352          20927 48583
item2353          18681 44424
item2354          9011 1774
item2355          5564 36238
item2356          15775 3115
item2357          16261 14906
item2358          15202 29512
item2359          6371 25754
item2360          3808 6557
item2361          24997 3880
item2362          2080 2077
item2363          17421 17879
item2364          22607 285
item2365          18620 28714
item2366          5232 10132
item2367          11470 3286
item2368          17259 33258
item2369          12081 41020
item2370          12045 40513
item2371          7794 1342
item2372          21956 8923
item2373          22423 4700
item2374          24097 11084
item2375          3601 17848
item2376          12792 5508
item2377          5213 25786
item2378          15310 13298
item2379          23414 49076
item2380          12143 12663
item2381          3678 6232
item2382          20417 34170
item2383          19384 1370
item2384          17571 11458
item2385          20024 5740
item2386          21347 30776
item2387          11486 30731
item2388          16616 49307
item2389          10840 29675
item2390          22460 31830
item2391          14220 16957
item2392          6220 23803
item2393          13397 46767
item2394          14099 15263
item2395          14903 37047
item2396          24059 13688
item2397          3076 17919
item2398          2465 43975
item2399          5688 29969
item2400          10079 15740
item2401          8404 27882
item2402          23510 17897
item2403          24197 33616
item2404          2886 13903
item2405          21519 13831
item2406          19937 3646
item2407          5517 32005
item2408          2486 26198
item2409          18386 32674
item2410          22891 6504
item2411          19884 23885
item2412          9656 10131
item2413          8276 16821
item2414          19952 42532
item2415          15687 30178
item2416          1241 26312
item2417          20659 39426
item2418          11687 12197
item2419          12705 43804
item2420          23173 34169
item2421          16794 4509
item2422          9995 38867
item2423          22964 5303
item2424          8091 23942
item2425          9281 31729
item2426          17308 30815
item2427          21072 23992
item2428          2157 10963
item2429          24653 26807
item2430          15586 33858
item2431          18538 9314
item2432          16933 15139
item2433          1245 8699
item2434          5898 48382
item2435          16110 25324
item2436          1625 42417
item2437          21095 41323
item2438          1198 18245
item2439          5087 38017
item2440          13609 9246
item2441          12552 29957
item2442          14381 18041
item2443          23433 6710
item2444          2128 23242
item2445          22473 20271
item2446          8783 28462
item2447          6283 23405
item2448          13275 45615
item2449          18752 7975
item2450          21388 41122
item2451          7747 12287
item2452          5720 9200
item2453          14093 40887
item2454          17902 24700
item2455          23575 27926
item2456          15725 26977
item2457          2141 35604
item2458          4497 25080
item2459          10971 41658
item2460          2640 12248
item2461          5416 13478
item2462          1399 19631
item2463          15977 31235
item2464          18100 46496
item2465          24404 25744
item2466          24301 19306
item2467          6989 11129
item2468          24617 13805
item2469          14240 39377
item2470          21152 13592
item2471          17443 2948
item2472          24168 16066
item2473          464 39846
item2474          868 37208
item2475          2221 27477
item2476          9454 26357
item2477          23747 1411
item2478          12391 38499
item2479          13224 31186
item2480          4833 38194
item2481          23345 46495
item2482          1754 28875
item2483          20284 46683
item2484          19854 6936
item2485          21119 47695
item2486          8921 9386
item2487          17815 23356
item2488          9791 4112
item2489          10567 6497
item2490          5732 33439
item2491          3311 43879
item2492          8650 28752
item2493          14976 40040
item2494          24286 12938
item2495          3306 13247
item2496          22017 20544
item2497          14961 25171
item2498          22430 7926
item2499          8068 27031
item2500          8164 16073
item2501          3649 4882
item2502          3867 4814
item2503          13216 23382
item2504          17022 32318
item2505          5525 22016
item2506          10416 12209
item2507          15523 6311
item2508          23818 265
item2509          9657 11721
item2510          4421 38218
item2511          24227 10832
item2512          15182 35318
item2513          4645 32341
item2514          6130 30390
item2515          15834 36194
item2516          20819 33434
item2517          13437 43101
item2518          14986 33240
item2519          6789 24688
item2520          6568 30439
item2521          18535 46896
item2522          6679 37476
item2523          13165 7713
item2524          18455 3270
item2525          6039 41193
item2526          20338 18506
item2527          6448 33740
item2528          4035 818
item2529          22733 17445
item2530          3378 18797
item2531          637 2001
item2532          24597 6216
item2533          401 1909
item2534          24923 24339
item2535          5357 12632
item2536          24348 34823
item2537          16229 37967
item2538          17816 45158
item2539          24651 39494
item2540          9726 35900
item2541          17549 38328
item2542          9469 40326
item2543          13578 11548
item2544          21868 41423
item2545          23552 39564
item2546          16697 49008
item2547          17260 21587
item2548          17000 29618
item2549          16679 7272
item2550          13031 31948
item2551          2328 7810
item2552          8372 97
item2553          2158 48662
item2554          2903 33794
item2555          17892 23014
item2556          7862 7920
item2557          23733 1064
item2558          20202 3065
item2559          8422 30925
item2560          8057 28608
item2561          5723 46040
item2562          24236 10222
item2563          6552 35477
item2564          2663 38978
item2565          6466 22263
item2566          20440 42047
item2567          4632 9981
item2568          24097 733
item2569          17599 30020
item2570          24392 25124
item2571          1694 46866
item2572          11493 10120
item2573          20315 38679
item2574          9155 28223
item2575          3169 47196
item2576          11473 33912
item2577          15779 18642
item2578          22309 23958
item2579          11696 23107
item2580          21265 37663
item2581          23232 3942
item2582          874 33727
item2583          12161 21275
item2584          13682 9258
item2585          22541 29844
item2586          13854 41902
item2587          10956 44474
item2588          23160 47956
item2589          4129 8487
item2590          22027 12933
item2591          1298 43021
item2592          5972 19980
item2593          4800 11176
item2594          23497 41722
item2595          20682 39510
item2596          4373 47476
item2597          12365 4275
item2598          8027 16057
item2599          24874 31183
item2600          1926 7951
item2601          10846 22379
item2602          16117 36432
item2603          11099 41288
item2604          9859 36737
item2605          19017 19636
item2606          196 11206
item2607          23621 47510
item2608          1417 40370
item2609          700 11038
item2610          18206 1644
item2611          6270 40456
item2612          142 11835
item2613          23109 30449
item2614          18688 34955
item2615          2429 21231
item2616          91 573
item2617          10072 32968
item2618          21951 45929
item2619          5824 5099
item2620          5566 16421
item2621          9691 345
item2622          2303 16847
item2623          1042 3487
item2624          11315 27418
item2625          7579 18812
item2626          24488 43583
item2627          11701 15755
item2628          10599 24648
item2629          14456 26847
item2630          19674 2768
item2631          12357 11225
item2632          7425 37401
item2633          10034 16622
item2634          4159 1811
item2635          10900 9543
item2636          14244 8792
item2637          21168 35445
item2638          12492 24117
item2639          15554 44153
item2640          941 28260
item2641          12092 45414
item2642          24070 33226
item2643          8905 47205
item2644          24031 21576
item2645          5406 12193
item2646          1014 34032
item2647          19878 8194
item2648          18253 20073
item2649          5187 31559
item2650          1798 39203
item2651          12705 17737
item2652          22138 24034
item2653          14820 20551
item2654          7223 46439
item2655          4750 34917
item2656          21223 3341
item2657          21022 27283
item2658          6197 14842
item2659          11107 24716
item2660          2262 7581
item2661          13709 31960
item2662          20634 14556
item2663          7611 47907
item2664          9481 30355
item2665          24720 26266
item2666          9115 3992
item2667          22270 21696
item2668          1892 16079
item2669          18142 346
item2670          23783 12863
item2671          3681 38431
item2672          5827 15651
item2673          1718 15505
item2674          10822 2825
item2675          1516 30667
item2676          20717 36258
item2677          4394 39363
item2678          16657 6494
item2679          1002 11470
item2680          4164 24912
item2681          194 8725
item2682          13575 46272
item2683          3188 18871
item2684          14098 27759
item2685          7487 33083
item2686          547 49170
item2687          8863 10774
item2688          20330 38861
item2689          12392 29797
item2690          11032 18913
item2691          20586 29243
item2692          5699 15870
item2693          17770 15007
item2694          19389 22913
item2695          23677 4710
item2696          14530 3998
item2697          15435 8964
item2698          19033 21956
item2699          1422 31696
item2700          18945 20927
item2701          472 6225
item2702          18912 47351
item2703          20999 14459
item2704          16914 30597
item2705          8034 33225
item2706          11151 1178
item2707          22888 16612
item2708          1694 10754
item2709          16210 18313
item2710          27 19185
item2711          22601 6236
item2712          14281 13157
item2713          14817 379
item2714          17049 16976
item2715          20790 10036
item2716          20222 3796
item2717          11795 17670
item2718          14743 35707
item2719          20730 35978
item2720          18390 23590
item2721          2532 4771
item2722          11328 38487
item2723          14014 6870
item2724          24972 12031
item2725          22267 34002
item2726          21302 46442
item2727          14503 34687
item2728          9892 25245
item2729          3405 17560
item2730          11619 9434
item2731          18937 13841
item2732          16223 15623
item2733          23232 42133
item2734          13293 17115
item2735          6768 49971
item2736          10938 25579
item2737          3203 23040
item2738          16978 7556
item2739          9346 32038
item2740          5900 44089
item2741          21069 31173
item2742          8502 35677
item2743          23911 31460
item2744          2083 8643
item2745          10934 20119
item2746          1981 28772
item2747          19477 38311
item2748          20829 39436
item2749          21188 42920
item2750          22724 5752
item2751          700 25143
item2752          5294 893
item2753          13392 1022
item2754          7328 28058
item2755          24141 43814
item2756          11116 40368
item2757          5346 36618
item2758          22412 47100
item2759          2068 12616
item2760          24497 39616
item2761          16253 42392
item2762          22036 38059
item2763          10992 3275
item2764          12319 34889
item2765          2922 25239
item2766          14264 34151
item2767          18670 45985
item2768          7924 26779
item2769          4276 38380
item2770          2973 20325
item2771          6956 33592
item2772          5385 28325
item2773          18379 14335
item2774          2649 6531
item2775          22385 6479
item2776          2056 7260
item2777          6104 6162
item2778          9655 40913
item2779          12190 24450
item2780          2361 39567
item2781          12192 28515
item2782          15112 25724
item2783          24799 16664
item2784          1677 25005
item2785          4734 18408
item2786          8907 41714
item2787          17514 20219
item2788          15118 33687
item2789          20996 6090
item2790          23812 11280
item2791          24097 3001
item2792          15651 22164
item2793          18402 49046
item2794          24888 5154
item2795          15264 25548
item2796          19592 23414
item2797          6715 36841
item2798          6574 24830
item2799          9162 44511
item2800          7253 15020
item2801          24524 16108
item2802          8788 38353
item2803          5624 13434
item2804          3358 3501
item2805          14180 7965
item2806          22019 28419
item2807          1038 22824
item2808          24683 25103
item2809          12177 9515
item2810          8975 36663
item2811          18176 39652
item2812          24279 11616
item2813          5994 48637
item2814          1302 38091
item2815          11612 31261
item2816          4156 42382
item2817          11881 46724
item2818          7440 42569
item2819          10492 14243
item2820          22392 35657
item2821          12969 24959
item2822          7019 43370
item2823          12323 41717
item2824          23182 29228
item2825          16547 7362
item2826          14042 793
item2827          21028 44026
item2828          20253 18017
item2829          20014 33629
item2830          3959 260
item2831          20166 21520
item2832          2972 35145
item2833          8509 29631
item2834          24593 48476
item2835          13326 11161
item2836          21426 7022
item2837          1931 24379
item2838          2380 24287
item2839          3565 3897
item2840          7914 1671
item2841          10849 34007
item2842          5008 43977
item2843          8159 31010
item2844          23884 28961
item2845          6059 17056
item2846          12848 15144
item2847          8829 15359
item2848          12062 32313
item2849          3105 49037
item2850          22749 17256
item2851          15794 20811
item2852          10085 14431
item2853          16924 34274
item2854          24468 19735
item2855          24971 14121
item2856          15032 12669
item2857          21626 25475
item2858          17132 25692
item2859          740 5942
item2860          23930 45491
item2861          20488 26789
item2862          11706 4076
item2863          15988 17951
item2864          19697 37052
item2865          9527 33273
item2866          16745 40405
item2867          14071 29773
item2868          7425 28097
item2869          18380 37464
item2870          5841 18977
item2871          19602 43088
item2872          5564 20900
item2873          21594 34566
item2874          11709 11221
item2875          8234 44575
item2876          21183 32376
item2877          8589 41067
item2878          3409 42232
item2879          21243 129
item2880          12902 45174
item2881          2140 30880
item2882          1089 22056
item2883          11886 25403
item2884          21773 34498
item2885          20025 37228
item2886          7424 22159
item2887          15241 16989
item2888          18481 48730
item2889          20481 2737
item2890          12415 34360
item2891          9008 43506
item2892          8972 14871
item2893          16293 9764
item2894          6607 36509
item2895          1894 45978
item2896          11742 24976
item2897          14905 28683
item2898          19889 17088
item2899          7362 47092
item2900          16081 7636
item2901          22271 7953
item2902          3317 46492
item2903          21030 10763
item2904          18115 44674
item2905          22891 14152
item2906          2942 41144
item2907          4812 14104
item2908          5275 33333
item2909          21710 29466
item2910          1007 14641
item2911          9335 34772
item2912          16616 42541
item2913          19450 10285
item2914          2319 13889
item2915          24305 49902
item2916          9548 24014
item2917          15158 18469
item2918          4387 42343
item2919          12673 12725
item2920          5959 48567
item2921          21645 33456
item2922          3045 30098
item2923          9854 46059
item2924          3891 38157
item2925          8083 11269
item2926          17942 15481
item2927          11346 33320
item2928          3345 38419
item2929          16882 19307
item2930          609 36722
item2931          11836 5636
item2932          17965 38976
item2933          2294 9541
item2934          8971 21915
item2935          17899 35479
item2936          18147 17360
item2937          13590 41723
item2938          19971 26711
item2939          8297 20826
item2940          18558 15962
item2941          16154 29997
item2942          5889 37320
item2943          8438 8867
item2944          13966 35945
item2945          6326 3485
item2946          24977 36344
item2947          18922 22684
item2948          23931 9954
item2949          3005 7838
item2950          12877 18042
item2951          12300 41808
item2952          24196 47212
item2953          20433 26307
item2954          11002 21447
item2955          21354 41482
item2956          24345 26302
item2957          3360 45943
item2958          17213 40566
item2959          2953 39605
item2960          6225 11542
item2961          19467 40099
item2962          20201 39616
item2963          23148 43724
item2964          6281 4482
item2965          17803 463
item2966          13802 11972
item2967          12212 33861
item2968          5005 45608
item2969          24357 12480
item2970          10470 1566
item2971          23249 42285
item2972          8332 43037
item2973          7428 44226
item2974          5775 25466
item2975          12103 45745
item2976          9667 46677
item2977          20912 48651
item2978          16365 4376
item2979          23490 34565
item2980          12539 28526
item2981          9237 19365
item2982          383 14660
item2983          23490 43496
item2984          4867 3992
item2985          18599 35179
item2986          15650 10285
item2987          16780 1850
item2988          14358 29624
item2989          20960 7265
item2990          14352 14191
item2991          19337 34184
item2992          2281 10987
item2993          24549 25290
item2994          10350 30098
item2995          10083 48663
item2996          18791 36376
item2997          212 29911
item2998          24422 37255
item2999          22275 12533
item3000          4105 12995
item3001          21514 19531
item3002          3479 12558
item3003          21842 48816
item3004          6678 38246
item3005          13064 14481
item3006          24833 47353
item3007          16433 44537
item3008          10098 4656
item3009          738 14480
item3010          7398 3630
item3011          16582 18994
item3012          1176 17245
item3013          23609 18727
item3014          9053 48093
item3015          8933 31569
item3016          8006 48403
item3017          12351 1484
item3018          5179 5180
item3019          14912 44538
item3020          18066 40696
item3021          2026 45308
item3022          12673 22092
item3023          18858 11987
item3024          24127 41567
item3025          21286 21605
item3026          7527 33683
item3027          4970 41559
item3028          9838 13440
item3029          14375 46313
item3030          15063 35887
item3031          10355 17686
item3032          14082 19919
item3033          1016 33828
item3034          8184 6920
item3035          15142 22076
item3036          20039 22481
item3037          20 15834
item3038          18259 38206
item3039          3275 24060
item3040          7564 18322
item3041          15769 34036
item3042          16117 24634
item3043          3464 4293
item3044          20865 12038
item3045          16036 31930
item3046          2774 12621
item3047          17290 28336
item3048          6530 20437
item3049          14093 15309
item3050          19496 22783
item3051          21404 44785
item3052          22070 15072
item3053          18818 5953
item3054          6213 8223
item3055          7403 25046
item3056          3018 44201
item3057          20129 49123
item3058          15690 28471
item3059          15014 3381
item3060          3834 38338
item3061          11103 20248
item3062          19722 2439
item3063          13609 6707
item3064          10419 11547
item3065          16160 12543
item3066          1865 14887
item3067          9101 31829
item3068          7029 25391
item3069          10347 9538
item3070          9228 29739
item3071          2030 14348
item3072          16878 16611
item3073          20262 43646
item3074          3216 39234
item3075          9357 14561
item3076          4176 5812
item3077          5005 46269
item3078          18492 10647
item3079          1516 27080
item3080          8980 9537
item3081          2455 47615
item3082          5040 41081
item3083          17978 29888
item3084          1061 33246
item3085          14067 42143
item3086          22656 28101
item3087          13529 8451
item3088          499 14884
item3089          16095 27801
item3090          20013 29423
item3091          5191 23082
item3092          16164 21024
item3093          15638 12823
item3094          22154 35098
item3095          17404 24853
item3096          117 31013
item3097          24938 42291
item3098          10237 3373
item3099          12855 14576
item3100          20081 45586
item3101          1071 48309
item3102          3187 44333
item3103          2170 34045
item3104          24850 2348
item3105          4693 36435
item3106          15776 41682
item3107          22787 1206
item3108          22974 35465
item3109          21574 5719
item3110          8962 14094
item3111          389 9563
item3112          14718 22032
item3113          12461 4498
item3114          4295 37496
item3115          4905 48667
item3116          11283 15507
item3117          2 16403
item3118          5451 30624
item3119          19143 8162
item3120          10665 32939
item3121          7564 42030
item3122          6150 33064
item3123          11653 24177
item3124          11005 19362
item3125          3071 38488
item3126          21892 44283
item3127          18789 19977
item3128          17801 34055
item3129          22073 4421
item3130          24728 18693
item3131          15392 23232
item3132          20285 28691
item3133          2385 16465
item3134          21443 24061
item3135          19376 12248
item3136          8443 34114
item3137          23732 37920
item3138          24365 30966
item3139          1826 47547
item3140          9926 17561
item3141          8075 8177
item3142          646 13847
item3143          18844 1574
item3144          15996 16400
item3145          11690 33285
item3146          20386 2231
item3147          24979 8771
item3148          13253 23790
item3149          22530 1986
item3150          24206 1312
item3151          16210 13876
item3152          21140 46486
item3153          13873 40060
item3154          17396 21446
item3155          11641 5954
item3156          9241 35831
item3157          2055 43519
item3158          22153 9912
item3159          6379 26103
item3160          1067 5520
item3161          24346 8132
item3162          14396 3536
item3163          15481 12667
item3164          3813 17441
item3165          22750 21901
item3166          5682 8369
item3167          20072 38782
item3168          8130 13153
item3169          18854 22847
item3170          13407 22605
item3171          16307 13657
item3172          9223 31626
item3173          21367 48174
item3174          21232 17841
item3175          17041 27128
item3176          23821 4190
item3177          5665 2891
item3178          15414 42865
item3179          24429 3031
item3180          24036 22819
item3181          4999 15694
item3182          5685 1026
item3183          22206 23535
item3184          7797 178
item3185          695 25664
item3186          22830 10559
item3187          10774 42938
item3188          14717 11856
item3189          22297 2333
item3190          8846 17127
item3191          19498 47850
item3192          19109 34104
item3193          12407 2053
item3194          11624 29589
item3195          7154 49473
item3196          4724 13238
item3197          19122 22937
item3198          16777 16815
item3199          547 46147
item3200          9040 5126
item3201          14732 47688
item3202          5292 675
item3203          7445 7453
item3204          16511 19131
item3205          19528 40204
item3206          6415 10606
item3207          8162 20919
item3208          24358 48592
item3209          1986 16822
item3210          21675 7815
item3211          5258 36667
item3212          8391 9077
item3213          2588 15332
item3214          18077 5508
item3215          2057 39496
item3216          11923 14785
item3217          1951 7044
item3218          16946 47390
item3219          22734 23427
item3220          6930 47401
item3221          9397 22058
item3222          23246 42847
item3223          10603 4111
item3224          24195 21947
item3225          19472 7880
item3226          3374 44815
item3227          3069 34218
item3228          19323 12955
item3229          6367 36790
item3230          15426 49636
item3231          7156 16705
item3232          17681 16922
item3233          12524 7380
item3234          21430 42902
item3235          18028 13040
item3236          16644 47091
item3237          5332 41739
item3238          12191 34863
item3239          5011 32013
item3240          11364 28661
item3241          2751 27029
item3242          19322 27615
item3243          18680 43551
item3244          24475 15035
item3245          12250 16017
item3246          17218 27599
item3247          21561 26132
item3248          2416 8031
item3249          24517 42212
item3250          22567 45040
item3251          13130 18638
item3252          18401 5406
item3253          3909 12761
item3254          3031 18604
item3255          2339 19371
item3256          967 16284
item3257          5671 21845
item3258          23451 2368
item3259          13417 30900
item3260          2390 16779
item3261          20917 23319
item3262          20747 7189
item3263          222 31112
item3264          11508 1918
item3265          1499 37507
item3266          19339 3001
item3267          914 48514
item3268          13829 26742
item3269          14053 39858
item3270          14100 44162
item3271          4839 33614
item3272          115 21384
item3273          8909 19810
item3274          11859 4883
item3275          21794 23500
item3276          12909 28025
item3277          19587 24341
item3278          17882 33889
item3279          11810 9709
item3280          23613 43869
item3281          1716 47997
item3282          23008 43079
item3283          17157 11147
item3284          17596 44674
item3285          506 31916
item3286          7026 6987
item3287          23839 16888
item3288          11339 32333
item3289          1061 41449
item3290          3531 41372
item3291          17204 25898
item3292          6756 18721
item3293          14970 10001
item3294          17987 47417
item3295          5815 12216
item3296          11326 29879
item3297          12085 21556
item3298          15715 35252
item3299          2595 10794
item3300          1913 10644
item3301          9038 43959
item3302          7509 27574
item3303          9810 23043
item3304          16419 12198
item3305          6106 33360
item3306          427 9312
item3307          2590 18649
item3308          15 1375
item3309          4455 21175
item3310          8430 2616
item3311          21482 2485
item3312          20472 33624
item3313          10987 21511
item3314          2016 26158
item3315          9587 17745
item3316          18822 31218
item3317          475 24329
item3318          23718 4382
item3319          11213 33919
item3320          11278 1447
item3321          22445 27038
item3322          5650 49347
item3323          4140 7948
item3324          3417 27763
item3325          3953 38970
item3326          6386 21797
item3327          17618 13383
item3328          4732 45927
item3329          17729 12798
item3330          22398 7143
item3331          12866 43525
