45000 1 10000
item1          4736 4397
item2589          2670 13234
item2590          5449 10838
item2591          456 9475
item2592          1218 7252
item2593          4327 4359
item2594          3856 13453
item2595          2120 11337
item2596          4056 7276
item2597          6670 3991
item2598          1678 8658
item2599          4226 2201
item2600          3707 1915
item2601          2171 286
item2602          3483 12582
item2603          3499 11948
item2604          2115 788
item2605          2303 2942
item2606          996 14879
item2607          4862 14791
item2608          2831 2617
item2609          6695 2478
item2610          3747 12025
item2611          6859 2729
item2612          7165 5651
item2613          3632 13886
item2614          1103 10065
item2615          4068 10732
item2616          6976 9940
item2617          893 13454
item2618          229 8007
item2619          7489 11286
item2620          5022 2414
item2621          1736 5050
item2622          4542 12136
item2623          6603 10587
item2624          6019 1661
item2625          2950 10638
item2626          2209 9415
item2627          7114 6595
item2628          4677 4581
item2629          3375 10241
item2630          4594 10922
item2631          4225 1708
item2632          1728 5719
item2633          6032 8435
item2634          5706 10491
item2635          305 7812
item2636          1090 11787
item2637          2315 5492
item2638          3793 495
item2639          3682 13717
item2640          3582 2799
item2641          1582 11661
item2642          1205 12346
item2643          1148 6932
item2644          5292 5723
item2645          2953 11465
item2646          1841 9694
item2647          6821 4417
item2648          7135 3645
item2649          4468 5980
item2650          5685 13659
item2651          4380 10632
item2652          28 6481
item2653          5947 14143
item2654          3953 1784
item2655          575 11482
item2656          4106 11813
item2657          3533 1000
item2658          1926 1899
item2659          4883 395
item2660          6762 8289
item2661          793 12059
item2662          5908 13827
item2663          2152 7967
item2664          3758 6683
item2665          931 13351
item2666          4791 1949
item2667          4909 13373
item2668          6901 141
item2669          7204 5502
item2670          7268 14606
item2671          4835 3218
item2672          4863 6362
item2673          3836 14628
item2674          4710 10505
item2675          5461 13681
item2676          612 11986
item2677          477 5333
item2678          3882 10245
item2679          4681 12372
item2680          341 9570
item2681          4343 7687
item2682          3263 4338
item2683          3374 2742
item2684          1401 14042
item2685          2520 2043
item2686          6029 6022
item2687          1104 14951
item2688          6194 13225
item2689          6300 1893
item2690          1128 5959
item2691          3552 5440
item2692          6986 2665
item2693          3901 11509
item2694          3499 10076
item2695          1469 12706
item2696          7078 14593
item2697          2194 10987
item2698          5667 11808
item2699          7410 8659
item2700          4772 14456
item2701          6069 12895
item2702          1443 3337
item2703          2792 5696
item2704          2438 14431
item2705          1447 2161
item2706          5878 12253
item2707          4627 3701
item2708          4984 8520
item2709          6392 11803
item2710          5636 7823
item2711          3197 5599
item2712          5574 3459
item2713          720 186
item2714          4648 1453
item2715          2023 1700
item2716          7172 12763
item2717          404 5133
item2718          1146 12927
item2719          3652 10917
item2720          7111 7467
item2721          81 7315
item2722          5909 1969
item2723          1264 13721
item2724          3310 8644
item2725          6268 11512
item2726          2979 12535
item2727          2699 9679
item2728          321 6273
item2729          5646 665
item2730          4181 11191
item2731          1981 9462
item2732          2929 11784
item2733          3580 8096
item2734          5140 5949
item2735          7074 5359
item2736          7068 4845
item2737          4 343
item2738          1633 3200
item2739          6946 5069
item2740          6297 8023
item2741          1154 14563
item2742          6922 11643
item2743          1065 8837
item2744          4401 14323
item2745          3616 11200
item2746          81 4324
item2747          3186 180
item2748          6010 13096
item2749          3608 9502
item2750          2573 9765
item2751          2635 6682
item2752          781 13219
item2753          5899 13411
item2754          562 5787
item2755          1079 13104
item2756          263 14345
item2757          6449 7489
item2758          691 11277
item2759          1233 14421
item2760          6614 11845
item2761          4313 14648
item2762          2903 10093
item2763          5038 7553
item2764          6045 100
item2765          4462 5880
item2766          7232 8035
item2767          5573 5698
item2768          5783 8626
item2769          7430 6515
item2770          5541 14801
item2771          5266 13408
item2772          5209 5913
item2773          5477 6256
item2774          5751 14717
item2775          1618 5265
item2776          2876 11535
item2777          3200 11838
item2778          5350 12321
item2779          6921 540
item2780          1948 12060
item2781          4335 9793
item2782          1301 4291
item2783          5923 11124
item2784          5158 1333
item2785          442 12074
item2786          240 8334
item2787          5980 10156
item2788          4352 13586
item2789          6757 242
item2790          4237 1911
item2791          7413 12999
item2792          1638 9993
item2793          5002 14889
item2794          4510 7644
item2795          3227 5297
item2796          3671 8438
item2797          5476 14157
item2798          2691 1402
item2799          448 11337
item2800          659 10865
item2801          1295 1403
item2802          1875 1179
item2803          3297 8294
item2804          6615 2903
item2805          3004 11766
item2806          7474 1183
item2807          1755 10191
item2808          5915 7320
item2809          2731 5989
item2810          1369 2766
item2811          7285 13441
item2812          6578 13312
item2813          1222 14693
item2814          5860 10937
item2815          4499 189
item2816          4867 14299
item2817          2045 2128
item2818          1120 7354
item2819          3742 13797
item2820          4296 6634
item2821          2162 9181
item2822          2819 2903
item2823          6984 12886
item2824          6868 2171
item2825          2506 11474
item2826          2448 3128
item2827          4034 163
item2828          3747 1438
item2829          2319 8535
item2830          3619 7018
item2831          6456 2106
item2832          62 14720
item2833          6027 713
item2834          4379 7168
item2835          4142 7729
item2836          3760 3398
item2837          2820 10927
item2838          6589 11747
item2839          993 5041
item2840          6651 14086
item2841          1455 69
item2842          6219 12365
item2843          1561 13238
item2844          6230 12106
item2845          5086 7382
item2846          7300 9170
item2847          2140 9019
item2848          3588 8368
item2849          6835 871
item2850          5560 11760
item2851          4395 4719
item2852          6372 14892
item2853          6560 5442
item2854          379 919
item2855          3644 9649
item2856          5144 6277
item2857          6275 11377
item2858          4287 7358
item2859          1310 6863
item2860          5963 4234
item2861          1660 12221
item2862          3006 8319
item2863          1864 9231
item2864          4898 3413
item2865          265 5734
item2866          288 3078
item2867          6585 8440
item2868          7333 5122
item2869          7149 219
item2870          5937 14908
item2871          491 6288
item2872          3412 7569
item2873          5020 1294
item2874          4681 5353
item2875          4652 2769
item2876          1701 1481
item2877          4542 11720
item2878          1359 1734
item2879          7435 4509
item2880          6632 5955
item2881          7136 1851
item2882          4751 6798
item2883          2675 11966
item2884          7281 478
item2885          4200 6703
item2886          956 2915
item2887          1912 10358
item2888          6303 2450
item2889          4471 6259
item2890          2529 1697
item2891          786 11166
item2892          5245 14065
item2893          593 2169
item2894          5655 8920
item2895          6779 8245
item2896          7388 1292
item2897          6573 1936
item2898          6711 14326
item2899          1257 11474
item2900          6953 4108
item2901          1313 4354
item2902          893 13043
item2903          6934 6035
item2904          3998 12154
item2905          3314 12661
item2906          2785 4684
item2907          3325 11217
item2908          5453 10625
item2909          6853 8814
item2910          3499 4126
item2911          3506 4492
item2912          5970 12059
item2913          5092 3931
item2914          6413 454
item2915          2868 13951
item2916          4403 9321
item2917          5933 3711
item2918          4207 816
item2919          7337 10920
item2920          2841 13798
item2921          5725 2803
item2922          356 1434
item2923          3249 445
item2924          221 9933
item2925          3521 1039
item2926          4453 11615
item2927          1573 9054
item2928          7340 1062
item2929          6267 9802
item2930          2036 85
item2931          1769 8195
item2932          2859 4094
item2933          6406 5920
item2934          1154 7978
item2935          6627 6169
item2936          2617 8785
item2937          3451 524
item2938          2317 4060
item2939          3094 2317
item2940          6228 14487
item2941          1011 13449
item2942          6127 4429
item2943          5027 5938
item2944          166 9669
item2945          3629 9718
item2946          2481 4741
item2947          6359 4393
item2948          3669 12799
item2949          610 1687
item2950          3428 6091
item2951          1733 1544
item2952          5525 11964
item2953          5727 6169
item2954          2440 13688
item2955          7478 11831
item2956          1617 3967
item2957          6722 3114
item2958          3824 4040
item2959          5188 2257
item2960          3401 3672
item2961          4142 7313
item2962          7354 14028
item2963          3458 10645
item2964          7378 5387
item2965          4363 4907
item2966          4946 1372
item2967          4484 6889
item2968          1761 2766
item2969          5124 6622
item2970          5415 713
item2971          4927 7919
item2972          1402 8723
item2973          1023 12233
item2974          6030 13494
item2975          5419 14855
item2976          1982 4588
item2977          2482 6686
item2978          1702 515
item2979          6455 8963
item2980          4871 12427
item2981          3902 7974
item2982          5956 133
item2983          5925 6604
item2984          6572 10327
item2985          1371 3794
item2986          758 7840
item2987          5876 2962
item2988          3302 3148
item2989          261 14671
item2990          3470 10147
item2991          6013 10804
item2992          4261 11721
item2993          796 8247
item2994          2892 14571
item2995          4535 6840
item2996          1605 11733
item2997          5550 9051
item2998          5732 4172
item2999          5436 6102
item3000          4111 5544
item3001          997 7717
item3002          6562 9897
item3003          2133 3667
item3004          6517 2716
item3005          1620 14797
item3006          4158 10889
item3007          3952 7424
item3008          5798 7375
item3009          1760 5834
item3010          2326 7638
item3011          5901 9653
item3012          4484 6253
item3013          7113 6439
item3014          3686 13124
item3015          7495 10755
item3016          2707 13033
item3017          7461 14024
item3018          5337 4083
item3019          2482 7643
item3020          623 5438
item3021          7437 3305
item3022          1871 7033
item3023          2825 12902
item3024          8 2757
item3025          2327 373
item3026          1861 13146
item3027          7231 12299
item3028          4333 6715
item3029          6321 9955
item3030          1476 11761
item3031          1011 1823
item3032          4388 9570
item3033          4626 10102
item3034          7178 10209
item3035          2141 5973
item3036          5068 7466
item3037          1439 7644
item3038          564 1671
item3039          5303 133
item3040          2682 1636
item3041          5456 10758
item3042          2342 4098
item3043          6800 5296
item3044          5960 13783
item3045          3577 13944
item3046          3567 11483
item3047          6045 1739
item3048          3367 10198
item3049          3284 6977
item3050          5078 3212
item3051          3544 1841
item3052          6367 13091
item3053          6798 1244
item3054          7428 1653
item3055          568 11620
item3056          3308 8329
item3057          5212 337
item3058          4511 82
item3059          6554 9643
item3060          1277 12200
item3061          6658 4546
item3062          3842 1352
item3063          3309 398
item3064          1269 1210
item3065          855 9464
item3066          84 133
item3067          814 8402
item3068          3212 1145
item3069          6265 1001
item3070          4183 6209
item3071          1795 11617
item3072          5370 13439
item3073          2433 8366
item3074          4549 6403
item3075          5450 693
item3076          2593 7616
item3077          2416 1341
item3078          559 1960
item3079          3423 7668
item3080          6318 12173
item3081          1827 8402
item3082          6027 14466
item3083          3093 8171
item3084          1835 10842
item3085          6541 6731
item3086          2077 1477
item3087          6266 3493
item3088          3258 11168
item3089          3515 9794
item3090          6876 14947
item3091          3948 10355
item3092          1503 2220
item3093          5198 13257
item3094          7421 1491
item3095          3974 4614
item3096          1746 353
item3097          1238 12921
item3098          1636 12180
item3099          4194 4766
item3100          6900 6273
item3101          4729 2014
item3102          5198 9442
item3103          404 1155
item3104          797 14840
item3105          5 4535
item3106          6730 755
item3107          4944 13731
item3108          2843 10838
item3109          4941 4755
item3110          5582 4729
item3111          1445 9600
item3112          748 11812
item3113          1420 10314
item3114          2195 14198
item3115          5952 13058
item3116          2604 12154
item3117          1537 284
item3118          7370 7789
item3119          4901 11538
item3120          6499 6304
item3121          1163 5539
item3122          4837 5842
item3123          3420 10494
item3124          1652 10767
item3125          1898 6722
item3126          6504 10092
item3127          5731 3978
item3128          5529 865
item3129          4374 11363
item3130          6168 14682
item3131          434 10739
item3132          4145 43
item3133          4038 901
item3134          7438 13222
item3135          4926 1674
item3136          5100 3534
item3137          7420 947
item3138          1933 11393
item3139          7408 5629
item3140          587 14363
item3141          6003 3122
item3142          3559 4136
item3143          4690 9945
item3144          5477 3026
item3145          7308 10089
item3146          6296 6662
item3147          3378 4645
item3148          2125 827
item3149          2755 424
item3150          3117 14809
item3151          2765 6340
item3152          1107 4355
item3153          1775 10863
item3154          2937 14967
item3155          260 6345
item3156          2385 14964
item3157          537 13245
item3158          1779 10543
item3159          6290 3471
item3160          6919 11312
item3161          6362 6250
item3162          633 1632
item3163          6485 13076
item3164          2169 12670
item3165          661 12555
item3166          5705 7156
item3167          3099 4839
item3168          6108 10666
item3169          6954 12801
item3170          5949 6531
item3171          1619 14223
item3172          3035 11385
item3173          2727 174
item3174          6350 1963
item3175          5707 13445
item3176          2008 5576
item3177          936 856
item3178          614 4267
item3179          6001 1947
item3180          2582 6120
item3181          1709 11939
item3182          3406 6354
item3183          5821 11117
item3184          5332 11062
item3185          825 8159
item3186          853 9042
item3187          4778 7183
item3188          4 9926
item3189          1340 14384
item3190          4499 14079
item3191          7470 14537
item3192          1688 176
item3193          1222 14479
item3194          1567 7874
item3195          2494 5104
item3196          7125 14717
item3197          3558 3401
item3198          584 5252
item3199          1234 10653
item3200          3369 1204
item3201          7325 1362
item3202          5180 10576
item3203          2777 8509
item3204          5995 13540
item3205          6005 5852
item3206          3267 13883
item3207          5244 2640
item3208          249 6106
item3209          1461 5833
item3210          5216 14070
item3211          4495 8940
item3212          5877 8190
item3213          2483 5499
item3214          338 6542
item3215          579 4866
item3216          6299 7169
item3217          5594 3280
item3218          7272 108
item3219          3364 3400
item3220          516 5336
item3221          6129 831
item3222          5858 3832
item3223          6573 2250
item3224          1498 14106
item3225          6224 8131
item3226          2158 12787
item3227          3490 6177
item3228          3749 14331
item3229          7406 3650
item3230          3371 11992
item3231          6283 5474
item3232          3165 6504
item3233          7315 5489
item3234          4124 14836
item3235          82 11700
item3236          6709 11068
item3237          4164 12595
item3238          3972 9317
item3239          5094 2265
item3240          6564 463
item3241          2494 9839
item3242          1306 2333
item3243          2549 8948
item3244          4551 743
item3245          6124 14792
item3246          6 9451
item3247          5004 4019
item3248          6304 3653
item3249          2247 10614
item3250          6358 6175
item3251          4796 2680
item3252          3725 11428
item3253          793 5930
item3254          6045 8327
item3255          445 10592
item3256          5736 13787
item3257          2340 14093
item3258          4303 3004
item3259          1355 8289
item3260          5165 3443
item3261          3266 3035
item3262          883 12863
item3263          3017 5037
item3264          3499 3092
item3265          4265 13066
item3266          3162 6333
item3267          6502 1466
item3268          1694 1033
item3269          1960 13336
item3270          1547 822
item3271          660 7179
item3272          4464 9023
item3273          1231 11153
item3274          1987 7593
item3275          1 13912
item3276          2792 11697
item3277          171 6792
item3278          6114 12303
item3279          1804 9878
item3280          6588 4084
item3281          5751 2207
item3282          6634 8154
item3283          1332 649
item3284          7307 6270
item3285          5464 3157
item3286          6144 10765
item3287          6982 8973
item3288          5939 4250
item3289          2125 7695
item3290          635 6314
item3291          1503 3937
item3292          7442 5654
item3293          6851 9658
item3294          321 8838
item3295          6077 6819
item3296          1671 1362
item3297          2562 7307
item3298          1181 6906
item3299          1390 2290
item3300          4535 1310
item3301          6822 10318
item3302          5456 3303
item3303          6384 2475
item3304          244 11068
item3305          87 14146
item3306          3017 14103
item3307          3293 4951
item3308          2297 1965
item3309          5579 11426
item3310          6215 9880
item3311          6880 14163
item3312          1063 11913
item3313          7103 13539
item3314          4897 1199
item3315          4921 1353
item3316          841 14684
item3317          4577 2157
item3318          7219 6403
item3319          6548 14988
item3320          5163 4609
item3321          5147 9802
item3322          4033 1866
item3323          2222 14323
item3324          6917 8146
item3325          6706 2781
item3326          4123 13906
item3327          7183 8240
item3328          6662 44
item3329          7220 230
item3330          3271 3624
item3331          2725 12765
item3332          6201 11798
item3333          174 13742
item3334          1964 10408
item3335          5871 8464
item3336          6057 9879
item3337          3346 12734
item3338          6182 7854
item3339          1128 8684
item3340          5787 9053
item3341          1145 4311
item3342          2609 6122
item3343          2636 1675
item3344          2585 14416
item3345          5604 5601
item3346          2623 14583
item3347          5905 5845
item3348          2419 5295
item3349          4459 3699
item3350          2138 1123
item3351          1055 11164
item3352          2356 12684
item3353          5846 11150
item3354          4714 1596
item3355          1483 9278
item3356          2290 14330
item3357          4933 2318
item3358          4827 7561
item3359          2193 6558
item3360          6782 8324
item3361          4906 14202
item3362          3296 14951
item3363          7234 5010
item3364          5403 10886
item3365          3881 6291
item3366          4698 14442
item3367          7180 8256
item3368          629 5527
item3369          6337 6412
item3370          5010 10236
item3371          2483 3448
item3372          2901 7020
item3373          3076 10770
item3374          1115 11071
item3375          6409 3780
item3376          6768 9752
item3377          3620 9068
item3378          4934 2813
item3379          1659 7017
item3380          5199 11512
item3381          912 10481
item3382          4723 5880
item3383          402 4775
item3384          1785 13143
item3385          6466 6505
item3386          2235 4726
item3387          1271 5695
item3388          6879 10516
item3389          5405 9160
item3390          4884 12089
item3391          697 8655
item3392          4574 14612
item3393          7420 6071
item3394          1686 3621
item3395          2673 12612
item3396          3910 78
item3397          1472 6535
item3398          5020 11637
item3399          574 2980
item3400          7326 12019
item3401          7053 8945
item3402          3137 5658
item3403          7155 2209
item3404          6195 4371
item3405          4331 6516
item3406          7079 3119
item3407          3749 4496
item3408          5643 6606
item3409          6375 9792
item3410          4461 12551
item3411          309 7477
item3412          6482 5164
item3413          6780 3254
item3414          4063 13681
item3415          6483 3891
item3416          4832 10533
item3417          4909 14174
item3418          102 3074
item3419          6870 13102
item3420          5857 6099
item3421          1978 9903
item3422          6571 1175
item3423          5744 5701
item3424          1896 2066
item3425          5221 10754
item3426          512 5332
item3427          5302 8928
item3428          6835 1150
item3429          2035 6400
item3430          118 900
item3431          1206 11419
item3432          2347 14387
item3433          2806 1469
item3434          7491 11796
item3435          6353 6296
item3436          7063 10130
item3437          4193 5961
item3438          4048 1653
item3439          1879 561
item3440          1471 5547
item3441          6771 7751
item3442          271 8974
item3443          6922 9622
item3444          1808 10890
item3445          2101 9102
item3446          6167 10148
item3447          2227 2893
item3448          7014 6306
item3449          190 13159
item3450          2670 315
item3451          3633 9157
item3452          5821 10869
item3453          1653 991
item3454          6816 7903
item3455          806 6346
item3456          2396 13528
item3457          1018 7906
item3458          3738 3217
item3459          4858 5258
item3460          5492 4619
item3461          1537 7103
item3462          933 2959
item3463          6943 4535
item3464          2787 12896
item3465          1920 6350
item3466          4208 2444
item3467          3200 4911
item3468          6682 4739
item3469          5160 12248
item3470          7276 13601
item3471          5526 5926
item3472          3023 8906
item3473          5028 2762
item3474          6819 6520
item3475          2133 572
item3476          1475 14544
item3477          6634 10978
item3478          781 11203
item3479          2964 8286
item3480          7222 2968
item3481          2820 14259
item3482          2380 8880
item3483          6379 7746
item3484          7102 10438
item3485          5420 14622
item3486          4550 825
item3487          7044 8448
item3488          4011 3598
item3489          5744 2982
item3490          2254 12652
item3491          4470 10736
item3492          2728 12597
item3493          1695 916
item3494          2641 9350
item3495          1068 14449
item3496          4848 14888
item3497          329 5109
item3498          4335 5239
item3499          3331 1337
item3500          1951 8599
item3501          4894 3510
item3502          4935 13142
item3503          5283 13419
item3504          1816 10541
item3505          3656 13199
item3506          5303 8238
item3507          882 11061
item3508          2156 14643
item3509          4973 7575
item3510          5486 14750
item3511          598 6689
item3512          4711 10401
item3513          220 11520
item3514          1592 2634
item3515          6086 127
item3516          5954 4251
item3517          3812 7192
item3518          3049 9493
item3519          338 1560
item3520          6503 1557
item3521          2067 1838
item3522          6668 9136
item3523          3045 11626
item3524          3198 12490
item3525          1267 510
item3526          112 6329
item3527          5044 4612
item3528          4438 4706
item3529          5725 13401
item3530          7136 2507
item3531          5479 11317
item3532          3982 14557
item3533          789 5832
item3534          4144 8944
item3535          974 13114
item3536          5863 14132
item3537          7033 13772
item3538          5140 8132
item3539          3542 1562
item3540          5967 5064
item3541          1638 11733
item3542          2542 3598
item3543          2472 4115
item3544          5953 3482
item3545          2053 3572
item3546          7301 12177
item3547          4313 1438
item3548          4177 6662
item3549          5230 430
item3550          7301 8944
item3551          938 12531
item3552          1467 13200
item3553          431 9801
item3554          7451 11985
item3555          238 6914
item3556          1225 9624
item3557          2417 956
item3558          887 7261
item3559          6206 5846
item3560          2796 9825
item3561          4271 3707
item3562          928 106
item3563          6937 11331
item3564          1465 6686
item3565          4293 5225
item3566          4617 12233
item3567          2572 117
item3568          3455 10886
item3569          1302 4004
item3570          5364 14328
item3571          4651 14101
item3572          4539 10375
item3573          6156 6442
item3574          3093 12371
item3575          369 2784
item3576          6500 8581
item3577          5722 311
item3578          5585 10939
item3579          4919 9373
item3580          3886 10656
item3581          6619 11893
item3582          3883 7230
item3583          584 9594
item3584          4804 3073
item3585          5158 3739
item3586          2519 1975
item3587          1405 5541
item3588          1103 5705
item3589          2028 4305
item3590          5743 4485
item3591          5566 2223
item3592          2151 2370
item3593          4700 11012
item3594          1300 2568
item3595          6709 13094
item3596          1730 4354
item3597          3022 8528
item3598          7219 8858
item3599          3464 9050
item3600          6897 6240
item3601          1643 8945
item3602          5988 7131
item3603          4107 3157
item3604          5561 3767
item3605          3122 11652
item3606          1350 11554
item3607          2061 7879
item3608          5410 9591
item3609          6694 9473
item3610          3651 11606
item3611          5926 1339
item3612          4676 10504
item3613          4145 13592
item3614          766 11073
item3615          4626 10901
item3616          1810 12462
item3617          309 7246
item3618          2499 9798
item3619          4987 10416
item3620          7444 8037
item3621          3081 10879
item3622          1561 4227
item3623          537 10459
item3624          1311 9126
item3625          4951 4328
item3626          4470 11298
item3627          6013 5237
item3628          1591 4886
item3629          5049 3318
item3630          2644 1653
item3631          3940 9838
item3632          1272 99
item3633          6970 13368
item3634          4516 7890
item3635          778 1361
item3636          6854 14859
item3637          2324 7337
item3638          1375 1465
item3639          5319 8295
item3640          7071 12425
item3641          6450 12615
item3642          4414 12907
item3643          3746 10183
item3644          831 253
item3645          4010 11355
item3646          2195 5461
item3647          1591 4315
item3648          4586 463
item3649          862 10713
item3650          859 12124
item3651          2451 9058
item3652          5496 5036
item3653          3473 10917
item3654          6831 5933
item3655          5191 3789
item3656          6395 995
item3657          6356 4014
item3658          5542 2650
item3659          6368 2573
item3660          3313 8290
item3661          6032 9992
item3662          7421 7732
item3663          4517 14667
item3664          3250 9185
item3665          4810 12242
item3666          4763 881
item3667          3719 7857
item3668          5534 5157
item3669          3853 1425
item3670          1235 9701
item3671          6779 14923
item3672          5649 14400
item3673          2856 8740
item3674          3467 8989
item3675          121 11592
item3676          6000 2974
item3677          5526 11860
item3678          1057 14478
item3679          2917 6599
item3680          7123 5855
item3681          6187 808
item3682          4012 11643
item3683          5765 3721
item3684          3906 13863
item3685          2337 14271
item3686          2199 602
item3687          436 1596
item3688          3844 9600
item3689          5308 1654
item3690          1814 5892
item3691          5099 3486
item3692          3150 3793
item3693          1064 3679
item3694          2587 2447
item3695          1768 10353
item3696          7254 5222
item3697          3478 11509
item3698          857 1059
item3699          3364 6540
item3700          4423 8796
item3701          3109 9912
item3702          7332 4419
item3703          1102 6642
item3704          1943 9444
item3705          548 11867
item3706          3756 4616
item3707          1286 935
item3708          2965 8129
item3709          4454 3603
item3710          6225 12080
item3711          2427 4376
item3712          2770 2046
item3713          1024 3487
item3714          6606 8823
item3715          2268 10042
item3716          5148 13879
item3717          3885 3645
item3718          5839 14461
item3719          6842 3936
item3720          1129 4266
item3721          2337 4905
item3722          6033 14699
item3723          5975 13961
item3724          2154 10272
item3725          4217 12024
item3726          4807 11443
item3727          6734 6010
item3728          1824 10742
item3729          4413 4686
item3730          1084 14346
item3731          2750 10996
item3732          6279 14592
item3733          975 9571
item3734          6046 2949
item3735          2344 4770
item3736          284 12708
item3737          6421 3544
item3738          2453 4777
item3739          2392 5011
item3740          3218 117
item3741          1114 3682
item3742          4858 858
item3743          3604 12620
item3744          4268 7777
item3745          1590 11005
item3746          6605 4435
item3747          2147 4166
item3748          755 2690
item3749          6288 14049
item3750          4023 9309
item3751          7375 12762
item3752          2405 13806
item3753          6343 10789
item3754          7244 2177
item3755          2204 6089
item3756          4699 6147
item3757          426 515
item3758          2396 8496
item3759          773 9708
item3760          5793 12458
item3761          1980 7991
item3762          1849 3333
item3763          1056 5219
item3764          264 13849
item3765          6334 1469
item3766          5524 10720
item3767          506 7415
item3768          2868 10543
item3769          2386 1065
item3770          620 1003
item3771          1742 2725
item3772          4260 10869
item3773          3708 2181
item3774          2352 6225
item3775          1543 5378
item3776          3775 946
item3777          1513 9221
item3778          430 9721
item3779          3355 6625
item3780          1658 13009
item3781          2977 11753
item3782          1558 11422
item3783          5092 789
item3784          6561 9671
item3785          3678 6660
item3786          6522 5757
item3787          2001 12333
item3788          6977 7812
item3789          5020 5026
item3790          6486 12339
item3791          3971 9563
item3792          4603 5482
item3793          3127 9881
item3794          4096 86
item3795          4983 4256
item3796          6068 3514
item3797          3741 3905
item3798          7346 8764
item3799          5537 6458
item3800          1752 4877
item3801          926 5209
item3802          2699 4859
item3803          79 8886
item3804          1737 14108
item3805          3934 6013
item3806          2130 429
item3807          228 10433
item3808          2778 13190
item3809          460 4843
item3810          3252 14148
item3811          6545 170
item3812          6066 13942
item3813          3964 3032
item3814          4771 4890
item3815          3420 10660
item3816          468 4332
item3817          7353 6016
item3818          5327 1055
item3819          4159 6093
item3820          5300 644
item3821          5613 8739
item3822          7106 614
item3823          5948 5623
item3824          1501 14214
item3825          2300 12771
item3826          7177 5675
item3827          2248 6972
item3828          2977 14226
item3829          5891 12059
item3830          5808 4224
item3831          1285 7129
item3832          3101 5243
item3833          5352 1468
item3834          6062 5378
item3835          4994 5123
item3836          1729 3594
item3837          2730 12600
item3838          2987 10551
item3839          7049 11563
item3840          4768 14836
item3841          2586 2967
item3842          1480 7638
item3843          4977 12947
item3844          4719 5793
item3845          4700 6052
item3846          1965 2066
item3847          1378 10412
item3848          1993 6895
item3849          3650 13301
item3850          1190 9762
item3851          1086 4380
item3852          4712 1312
item3853          1682 8099
item3854          1827 7403
item3855          4253 3011
item3856          3863 14051
item3857          1136 13695
item3858          281 13696
item3859          2879 9181
item3860          6386 5537
item3861          1339 6629
item3862          4614 2156
item3863          2008 4764
item3864          4166 6578
item3865          2820 1133
item3866          5562 3258
item3867          2653 13445
item3868          5278 4426
item3869          5999 7597
item3870          6485 9164
item3871          4956 9846
item3872          5110 12421
item3873          5069 10913
item3874          5590 11266
item3875          1996 3391
item3876          3748 4753
item3877          7423 6279
item3878          1436 1246
item3879          1357 10575
item3880          5716 7661
item3881          6277 2244
item3882          1166 8264
item3883          4388 7678
item3884          2299 3092
item3885          1396 4965
item3886          1789 595
item3887          270 13119
item3888          4456 9321
item3889          3277 5365
item3890          1424 8202
item3891          2881 11638
item3892          4492 13246
item3893          6986 6417
item3894          6165 2210
item3895          6404 5497
item3896          5176 10541
item3897          7155 7756
item3898          5555 14413
item3899          7070 14686
item3900          5801 9713
item3901          352 8803
item3902          6779 10280
item3903          4573 212
item3904          6086 7521
item3905          4194 1885
item3906          2688 10603
item3907          910 6332
item3908          2476 12945
item3909          2529 6704
item3910          4462 5530
item3911          1848 6691
item3912          3573 4392
item3913          3064 9066
item3914          2445 14362
item3915          5399 9683
item3916          5740 1576
item3917          6150 13684
item3918          5363 6884
item3919          41 6510
item3920          5128 8402
item3921          6603 2959
item3922          3760 3340
item3923          2900 227
item3924          2217 13504
item3925          5710 3091
item3926          5677 1550
item3927          4064 3718
item3928          6115 4017
item3929          6797 13949
item3930          6958 9407
item3931          7055 8601
item3932          3594 292
item3933          6232 14539
item3934          5482 12001
item3935          6316 7516
item3936          1966 1331
item3937          1269 7678
item3938          4233 3946
item3939          4980 14952
item3940          3771 9707
item3941          7297 12137
item3942          5692 6156
item3943          5150 14836
item3944          401 747
item3945          5007 8764
item3946          5776 9358
item3947          3252 3741
item3948          1698 698
item3949          2544 14424
item3950          1745 10314
item3951          130 6635
item3952          3131 14605
item3953          542 8590
item3954          7042 10171
item3955          4377 1898
item3956          2922 1741
item3957          6486 6764
item3958          529 11300
item3959          4472 9359
item3960          3747 2023
item3961          2665 2605
item3962          1788 13593
item3963          5338 2122
item3964          3116 4325
item3965          6216 5085
item3966          4031 12297
item3967          5023 5622
item3968          1416 9146
item3969          6271 2584
item3970          3656 427
item3971          2296 13493
item3972          6820 14570
item3973          2350 1500
item3974          6222 12999
item3975          5190 5720
item3976          7176 9139
item3977          5572 9443
item3978          3708 5428
item3979          419 1003
item3980          6750 5914
item3981          1798 6776
item3982          7041 9282
item3983          6040 6150
item3984          4869 11528
item3985          3328 1505
item3986          4076 7896
item3987          3276 11443
item3988          7359 9704
item3989          1911 4587
item3990          1918 9704
item3991          1004 116
item3992          5931 10505
item3993          6111 12106
item3994          5185 8135
item3995          3039 1053
item3996          245 9084
item3997          688 4468
item3998          965 1420
item3999          7053 3649
item4000          120 5646
item4001          6294 10391
item4002          1562 13004
item4003          5745 780
item4004          7489 2424
item4005          403 1403
item4006          6569 14911
item4007          2706 6799
item4008          6614 10763
item4009          2183 11587
item4010          6365 2462
item4011          3326 3929
